# Top of Book CSV Output
# Generated by TopOfBookTracker
# Symbol: 
# Date Range: 
# Columns:
#   timestamp: ISO 8601 timestamp (YYYY-MM-DDTHH:MM:SS.nnnnnnnnnZ)
#   symbol: Trading symbol
#   best_bid: Best bid price in dollars (converted from ticks)
#   best_ask: Best ask price in dollars (converted from ticks)
#   bid_volume: Volume at best bid level
#   ask_volume: Volume at best ask level
#   mid_price: Mid price in dollars ((bid + ask) / 2)
#   spread: Bid-ask spread in dollars (ask - bid)

timestamp,symbol,best_bid,best_ask,bid_volume,ask_volume,mid_price,spread
2024-06-28T15:30:00.003340540Z,ESU4,5558.50,5558.75,11,31,5558.62,0.25
2024-06-28T15:30:00.003357032Z,ESU4,5558.50,5558.75,16,31,5558.62,0.25
2024-06-28T15:30:00.003363170Z,ESU4,5558.50,5558.75,16,32,5558.62,0.25
2024-06-28T15:30:00.003368592Z,ESU4,5558.50,5558.69,16,1,5558.59,0.19
2024-06-28T15:30:00.003368592Z,ESU4,5558.50,5558.69,16,1,5558.59,0.19
2024-06-28T15:30:00.003407743Z,ESU4,5558.50,5558.69,16,1,5558.59,0.19
2024-06-28T15:30:00.003418777Z,ESU4,5558.50,5558.69,16,1,5558.59,0.19
2024-06-28T15:30:00.003433082Z,ESU4,5558.50,5558.69,17,1,5558.59,0.19
2024-06-28T15:30:00.004273183Z,ESU4,5558.50,5558.65,13,1,5558.57,0.15
2024-06-28T15:30:00.004273183Z,ESU4,5558.50,5558.65,13,1,5558.57,0.15
2024-06-28T15:30:00.004273183Z,ESU4,5558.50,5558.61,11,1,5558.56,0.11
2024-06-28T15:30:00.004273183Z,ESU4,5558.50,5558.61,11,1,5558.56,0.11
2024-06-28T15:30:00.004273183Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004273183Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004285563Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004285563Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004285563Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004290457Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004303163Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004306293Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004321094Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004338220Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004346489Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004375589Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004391856Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004418576Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004427454Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004434755Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004463923Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004493541Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004499117Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004516391Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004525202Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004531684Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004547857Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004572694Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004578346Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004589712Z,ESU4,5557.75,5558.00,1,1,5557.88,0.25
2024-06-28T15:30:00.004636492Z,ESU4,5558.25,5558.50,2,13,5558.38,0.25
2024-06-28T15:30:00.004644090Z,ESU4,5558.25,5558.50,5,13,5558.38,0.25
2024-06-28T15:30:00.004675992Z,ESU4,5558.25,5558.50,6,13,5558.38,0.25
2024-06-28T15:30:00.004686856Z,ESU4,5558.25,5558.50,7,13,5558.38,0.25
2024-06-28T15:30:00.004691295Z,ESU4,5558.25,5558.50,9,13,5558.38,0.25
2024-06-28T15:30:00.004697260Z,ESU4,5558.25,5558.50,9,13,5558.38,0.25
2024-06-28T15:30:00.004702948Z,ESU4,5558.25,5558.50,9,13,5558.38,0.25
2024-06-28T15:30:00.004708191Z,ESU4,5558.25,5558.50,9,13,5558.38,0.25
2024-06-28T15:30:00.004714539Z,ESU4,5558.25,5558.50,10,13,5558.38,0.25
2024-06-28T15:30:00.004721502Z,ESU4,5558.25,5558.50,15,13,5558.38,0.25
2024-06-28T15:30:00.004728506Z,ESU4,5558.25,5558.50,15,13,5558.38,0.25
2024-06-28T15:30:00.004733636Z,ESU4,5558.25,5558.50,15,13,5558.38,0.25
2024-06-28T15:30:00.004746845Z,ESU4,5558.25,5558.50,15,14,5558.38,0.25
2024-06-28T15:30:00.004751715Z,ESU4,5558.25,5558.50,15,14,5558.38,0.25
2024-06-28T15:30:00.004757474Z,ESU4,5558.25,5558.50,15,15,5558.38,0.25
2024-06-28T15:30:00.004764294Z,ESU4,5558.25,5558.50,15,16,5558.38,0.25
2024-06-28T15:30:00.004779449Z,ESU4,5558.25,5558.50,16,16,5558.38,0.25
2024-06-28T15:30:00.004791511Z,ESU4,5558.25,5558.50,17,16,5558.38,0.25
2024-06-28T15:30:00.004796969Z,ESU4,5558.25,5558.50,17,17,5558.38,0.25
2024-06-28T15:30:00.004804597Z,ESU4,5558.25,5558.50,17,17,5558.38,0.25
2024-06-28T15:30:00.004812717Z,ESU4,5558.25,5558.50,17,18,5558.38,0.25
2024-06-28T15:30:00.004817893Z,ESU4,5558.25,5558.50,17,20,5558.38,0.25
2024-06-28T15:30:00.004828451Z,ESU4,5558.25,5558.50,17,20,5558.38,0.25
2024-06-28T15:30:00.004833504Z,ESU4,5558.25,5558.50,17,25,5558.38,0.25
2024-06-28T15:30:00.004852207Z,ESU4,5558.25,5558.50,17,26,5558.38,0.25
2024-06-28T15:30:00.004883709Z,ESU4,5558.25,5558.50,19,26,5558.38,0.25
2024-06-28T15:30:00.004890314Z,ESU4,5558.25,5558.50,20,26,5558.38,0.25
2024-06-28T15:30:00.004895971Z,ESU4,5558.25,5558.50,21,26,5558.38,0.25
2024-06-28T15:30:00.004902331Z,ESU4,5558.25,5558.50,21,26,5558.38,0.25
2024-06-28T15:30:00.004907179Z,ESU4,5558.25,5558.50,21,26,5558.38,0.25
2024-06-28T15:30:00.004912099Z,ESU4,5558.25,5558.50,22,26,5558.38,0.25
2024-06-28T15:30:00.004965524Z,ESU4,5558.25,5558.50,22,26,5558.38,0.25
2024-06-28T15:30:00.004974192Z,ESU4,5558.25,5558.50,22,27,5558.38,0.25
2024-06-28T15:30:00.004988840Z,ESU4,5558.25,5558.50,22,28,5558.38,0.25
2024-06-28T15:30:00.005014316Z,ESU4,5558.25,5558.50,21,28,5558.38,0.25
2024-06-28T15:30:00.005209240Z,ESU4,5558.25,5558.50,21,27,5558.38,0.25
2024-06-28T15:30:00.005310541Z,ESU4,5558.25,5558.50,24,27,5558.38,0.25
2024-06-28T15:30:00.005427806Z,ESU4,5558.25,5558.50,24,27,5558.38,0.25
2024-06-28T15:30:00.005622053Z,ESU4,5558.25,5558.50,25,27,5558.38,0.25
2024-06-28T15:30:00.005711896Z,ESU4,5558.25,5558.50,25,26,5558.38,0.25
2024-06-28T15:30:00.005870739Z,ESU4,5558.25,5558.50,25,26,5558.38,0.25
2024-06-28T15:30:00.006588205Z,ESU4,5558.25,5558.50,25,25,5558.38,0.25
2024-06-28T15:30:00.006621719Z,ESU4,5558.25,5558.50,25,24,5558.38,0.25
2024-06-28T15:30:00.006663036Z,ESU4,5558.25,5558.50,26,24,5558.38,0.25
2024-06-28T15:30:00.006693294Z,ESU4,5558.25,5558.50,26,24,5558.38,0.25
2024-06-28T15:30:00.006755429Z,ESU4,5558.25,5558.50,26,17,5558.38,0.25
2024-06-28T15:30:00.006857442Z,ESU4,5558.25,5558.50,26,12,5558.38,0.25
2024-06-28T15:30:00.006868629Z,ESU4,5558.25,5558.50,26,10,5558.38,0.25
2024-06-28T15:30:00.006955180Z,ESU4,5558.25,5558.50,26,9,5558.38,0.25
2024-06-28T15:30:00.006971154Z,ESU4,5558.25,5558.50,26,8,5558.38,0.25
2024-06-28T15:30:00.007058457Z,ESU4,5558.25,5558.50,26,9,5558.38,0.25
2024-06-28T15:30:00.007064934Z,ESU4,5558.25,5558.50,26,11,5558.38,0.25
2024-06-28T15:30:00.007072557Z,ESU4,5558.25,5558.50,26,15,5558.38,0.25
2024-06-28T15:30:00.007138603Z,ESU4,5558.25,5558.50,26,16,5558.38,0.25
2024-06-28T15:30:00.007241753Z,ESU4,5558.25,5558.50,26,17,5558.38,0.25
2024-06-28T15:30:00.007267552Z,ESU4,5558.25,5558.50,26,16,5558.38,0.25
2024-06-28T15:30:00.007352828Z,ESU4,5558.25,5558.50,26,17,5558.38,0.25
2024-06-28T15:30:00.007572321Z,ESU4,5558.25,5558.50,26,22,5558.38,0.25
2024-06-28T15:30:00.007666250Z,ESU4,5558.25,5558.50,26,23,5558.38,0.25
2024-06-28T15:30:00.007802207Z,ESU4,5558.25,5558.50,26,22,5558.38,0.25
2024-06-28T15:30:00.007802207Z,ESU4,5558.25,5558.50,26,22,5558.38,0.25
2024-06-28T15:30:00.007902434Z,ESU4,5558.25,5558.50,26,17,5558.38,0.25
2024-06-28T15:30:00.007908418Z,ESU4,5558.25,5558.50,26,16,5558.38,0.25
2024-06-28T15:30:00.008839596Z,ESU4,5558.25,5558.50,26,17,5558.38,0.25
2024-06-28T15:30:00.008952653Z,ESU4,5558.25,5558.50,26,17,5558.38,0.25
2024-06-28T15:30:00.009463854Z,ESU4,5558.25,5558.50,26,20,5558.38,0.25
2024-06-28T15:30:00.010583463Z,ESU4,5558.25,5558.50,26,25,5558.38,0.25
2024-06-28T15:30:00.010699253Z,ESU4,5558.25,5558.50,26,25,5558.38,0.25
2024-06-28T15:30:00.010862505Z,ESU4,5558.25,5558.50,26,20,5558.38,0.25
2024-06-28T15:30:00.010976739Z,ESU4,5558.25,5558.50,26,17,5558.38,0.25
2024-06-28T15:30:00.011325795Z,ESU4,5558.25,5558.50,26,16,5558.38,0.25
2024-06-28T15:30:00.011325795Z,ESU4,5558.25,5558.50,26,15,5558.38,0.25
2024-06-28T15:30:00.011325795Z,ESU4,5558.25,5558.50,26,14,5558.38,0.25
2024-06-28T15:30:00.011374889Z,ESU4,5558.25,5558.50,27,14,5558.38,0.25
2024-06-28T15:30:00.011416775Z,ESU4,5558.25,5558.50,27,10,5558.38,0.25
2024-06-28T15:30:00.011479524Z,ESU4,5558.25,5558.50,30,10,5558.38,0.25
2024-06-28T15:30:00.011494596Z,ESU4,5558.25,5558.50,30,9,5558.38,0.25
2024-06-28T15:30:00.011503720Z,ESU4,5558.25,5558.50,30,7,5558.38,0.25
2024-06-28T15:30:00.011893955Z,ESU4,5558.25,5558.50,30,6,5558.38,0.25
2024-06-28T15:30:00.012009658Z,ESU4,5558.25,5558.50,30,6,5558.38,0.25
2024-06-28T15:30:00.012473753Z,ESU4,5558.25,5558.50,30,7,5558.38,0.25
2024-06-28T15:30:00.012516729Z,ESU4,5558.25,5558.50,30,7,5558.38,0.25
2024-06-28T15:30:00.012524437Z,ESU4,5558.25,5558.50,30,7,5558.38,0.25
2024-06-28T15:30:00.012614748Z,ESU4,5558.25,5558.50,30,7,5558.38,0.25
2024-06-28T15:30:00.012647674Z,ESU4,5558.25,5558.50,30,6,5558.38,0.25
2024-06-28T15:30:00.012807341Z,ESU4,5558.25,5558.50,30,7,5558.38,0.25
2024-06-28T15:30:00.013366930Z,ESU4,5558.25,5558.50,30,6,5558.38,0.25
2024-06-28T15:30:00.013494317Z,ESU4,5558.25,5558.50,30,6,5558.38,0.25
2024-06-28T15:30:00.013584508Z,ESU4,5558.25,5558.50,30,7,5558.38,0.25
2024-06-28T15:30:00.014747262Z,ESU4,5558.25,5558.50,37,7,5558.38,0.25
2024-06-28T15:30:00.014843356Z,ESU4,5558.25,5558.50,37,6,5558.38,0.25
2024-06-28T15:30:00.014852107Z,ESU4,5558.25,5558.50,37,6,5558.38,0.25
2024-06-28T15:30:00.015782445Z,ESU4,5558.25,5558.50,37,6,5558.38,0.25
2024-06-28T15:30:00.017573962Z,ESU4,5558.25,5558.50,37,6,5558.38,0.25
2024-06-28T15:30:00.017583356Z,ESU4,5558.25,5558.50,37,7,5558.38,0.25
2024-06-28T15:30:00.017676538Z,ESU4,5558.25,5558.50,37,7,5558.38,0.25
2024-06-28T15:30:00.017732446Z,ESU4,5558.25,5558.50,37,8,5558.38,0.25
2024-06-28T15:30:00.017741514Z,ESU4,5558.25,5558.50,37,10,5558.38,0.25
2024-06-28T15:30:00.017753924Z,ESU4,5558.25,5558.50,37,14,5558.38,0.25
2024-06-28T15:30:00.017852077Z,ESU4,5558.25,5558.50,37,15,5558.38,0.25
2024-06-28T15:30:00.017953839Z,ESU4,5558.25,5558.50,37,16,5558.38,0.25
2024-06-28T15:30:00.027652625Z,ESU4,5558.25,5558.50,37,16,5558.38,0.25
2024-06-28T15:30:00.027754971Z,ESU4,5558.25,5558.50,37,16,5558.38,0.25
2024-06-28T15:30:00.028077562Z,ESU4,5558.25,5558.50,37,16,5558.38,0.25
2024-06-28T15:30:00.028901960Z,ESU4,5558.25,5558.50,37,17,5558.38,0.25
2024-06-28T15:30:00.028967228Z,ESU4,5558.25,5558.50,37,18,5558.38,0.25
2024-06-28T15:30:00.028975630Z,ESU4,5558.25,5558.50,37,23,5558.38,0.25
2024-06-28T15:30:00.029017971Z,ESU4,5558.25,5558.50,37,23,5558.38,0.25
2024-06-28T15:30:00.029066277Z,ESU4,5558.25,5558.50,37,24,5558.38,0.25
2024-06-28T15:30:00.029167839Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.029298323Z,ESU4,5558.25,5558.50,37,26,5558.38,0.25
2024-06-28T15:30:00.029358963Z,ESU4,5558.25,5558.50,37,38,5558.38,0.25
2024-06-28T15:30:00.029469347Z,ESU4,5558.25,5558.50,37,39,5558.38,0.25
2024-06-28T15:30:00.034946659Z,ESU4,5558.25,5558.50,37,39,5558.38,0.25
2024-06-28T15:30:00.036777434Z,ESU4,5558.25,5558.50,37,38,5558.38,0.25
2024-06-28T15:30:00.036806213Z,ESU4,5558.25,5558.50,37,33,5558.38,0.25
2024-06-28T15:30:00.036873821Z,ESU4,5558.25,5558.50,37,32,5558.38,0.25
2024-06-28T15:30:00.036888080Z,ESU4,5558.25,5558.50,37,32,5558.38,0.25
2024-06-28T15:30:00.036981625Z,ESU4,5558.25,5558.50,37,20,5558.38,0.25
2024-06-28T15:30:00.037069538Z,ESU4,5558.25,5558.50,37,19,5558.38,0.25
2024-06-28T15:30:00.038200440Z,ESU4,5558.25,5558.50,37,18,5558.38,0.25
2024-06-28T15:30:00.038305443Z,ESU4,5558.25,5558.50,37,18,5558.38,0.25
2024-06-28T15:30:00.042931493Z,ESU4,5558.25,5558.50,37,23,5558.38,0.25
2024-06-28T15:30:00.043045450Z,ESU4,5558.25,5558.50,37,23,5558.38,0.25
2024-06-28T15:30:00.044422085Z,ESU4,5558.25,5558.50,37,24,5558.38,0.25
2024-06-28T15:30:00.044430507Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.044530882Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.044549984Z,ESU4,5558.25,5558.50,37,26,5558.38,0.25
2024-06-28T15:30:00.044906300Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.044986431Z,ESU4,5558.25,5558.50,37,24,5558.38,0.25
2024-06-28T15:30:00.045554089Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.045657023Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.046168567Z,ESU4,5558.25,5558.50,37,24,5558.38,0.25
2024-06-28T15:30:00.047935299Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.048507760Z,ESU4,5558.25,5558.50,37,24,5558.38,0.25
2024-06-28T15:30:00.049897768Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.050337246Z,ESU4,5558.25,5558.50,37,24,5558.38,0.25
2024-06-28T15:30:00.050413091Z,ESU4,5558.25,5558.50,37,24,5558.38,0.25
2024-06-28T15:30:00.051081943Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.051133628Z,ESU4,5558.25,5558.50,37,27,5558.38,0.25
2024-06-28T15:30:00.051162432Z,ESU4,5558.25,5558.50,37,28,5558.38,0.25
2024-06-28T15:30:00.051717362Z,ESU4,5558.25,5558.50,37,27,5558.38,0.25
2024-06-28T15:30:00.051866278Z,ESU4,5558.25,5558.50,37,28,5558.38,0.25
2024-06-28T15:30:00.051885534Z,ESU4,5558.25,5558.50,37,27,5558.38,0.25
2024-06-28T15:30:00.051926620Z,ESU4,5558.25,5558.50,37,27,5558.38,0.25
2024-06-28T15:30:00.053251822Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.058131672Z,ESU4,5558.25,5558.50,37,24,5558.38,0.25
2024-06-28T15:30:00.059077662Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.060883749Z,ESU4,5558.25,5558.50,37,26,5558.38,0.25
2024-06-28T15:30:00.060923966Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.062661059Z,ESU4,5558.25,5558.50,37,24,5558.38,0.25
2024-06-28T15:30:00.064163719Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.064172218Z,ESU4,5558.25,5558.50,37,26,5558.38,0.25
2024-06-28T15:30:00.064488819Z,ESU4,5558.25,5558.50,37,27,5558.38,0.25
2024-06-28T15:30:00.065098962Z,ESU4,5558.25,5558.50,37,29,5558.38,0.25
2024-06-28T15:30:00.066704982Z,ESU4,5558.25,5558.50,37,28,5558.38,0.25
2024-06-28T15:30:00.067634485Z,ESU4,5558.25,5558.50,37,28,5558.38,0.25
2024-06-28T15:30:00.069192127Z,ESU4,5558.25,5558.50,37,27,5558.38,0.25
2024-06-28T15:30:00.072304191Z,ESU4,5558.25,5558.50,37,27,5558.38,0.25
2024-06-28T15:30:00.072405923Z,ESU4,5558.25,5558.50,37,27,5558.38,0.25
2024-06-28T15:30:00.073385633Z,ESU4,5558.25,5558.50,37,26,5558.38,0.25
2024-06-28T15:30:00.073385633Z,ESU4,5558.25,5558.50,37,25,5558.38,0.25
2024-06-28T15:30:00.073455035Z,ESU4,5558.25,5558.50,37,24,5558.38,0.25
2024-06-28T15:30:00.073910252Z,ESU4,5558.25,5558.50,37,24,5558.38,0.25
2024-06-28T15:30:00.075307012Z,ESU4,5558.25,5558.50,37,23,5558.38,0.25
2024-06-28T15:30:00.075307012Z,ESU4,5558.25,5558.50,37,22,5558.38,0.25
2024-06-28T15:30:00.075403322Z,ESU4,5558.25,5558.50,37,23,5558.38,0.25
2024-06-28T15:30:00.075413869Z,ESU4,5558.25,5558.50,37,18,5558.38,0.25
2024-06-28T15:30:00.075423776Z,ESU4,5558.25,5558.50,37,19,5558.38,0.25
2024-06-28T15:30:00.075524201Z,ESU4,5558.25,5558.50,38,19,5558.38,0.25
2024-06-28T15:30:00.075592833Z,ESU4,5558.25,5558.50,38,18,5558.38,0.25
2024-06-28T15:30:00.076312173Z,ESU4,5558.25,5558.50,38,18,5558.38,0.25
2024-06-28T15:30:00.076332519Z,ESU4,5558.25,5558.50,38,18,5558.38,0.25
2024-06-28T15:30:00.081752165Z,ESU4,5558.25,5558.50,38,17,5558.38,0.25
2024-06-28T15:30:00.081842372Z,ESU4,5558.25,5558.50,38,17,5558.38,0.25
2024-06-28T15:30:00.081846882Z,ESU4,5558.25,5558.50,38,17,5558.38,0.25
2024-06-28T15:30:00.081857803Z,ESU4,5558.25,5558.50,38,17,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.25,5558.50,38,16,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.25,5558.50,38,15,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.25,5558.50,38,14,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.25,5558.50,38,12,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.25,5558.50,38,8,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.25,5558.50,38,7,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.25,5558.50,38,6,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.25,5558.50,38,5,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.25,5558.50,38,4,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.25,5558.50,38,3,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.25,5558.50,38,1,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.25,5558.50,38,0,5558.38,0.25
2024-06-28T15:30:00.082156638Z,ESU4,5558.50,5558.61,2,1,5558.56,0.11
2024-06-28T15:30:00.082170549Z,ESU4,5558.50,5558.61,4,1,5558.56,0.11
2024-06-28T15:30:00.082221159Z,ESU4,5558.50,5558.61,4,1,5558.56,0.11
2024-06-28T15:30:00.082228761Z,ESU4,5558.50,5558.61,9,1,5558.56,0.11
2024-06-28T15:30:00.082242334Z,ESU4,5558.50,5558.61,10,1,5558.56,0.11
2024-06-28T15:30:00.082274584Z,ESU4,5558.50,5558.61,11,1,5558.56,0.11
2024-06-28T15:30:00.082310505Z,ESU4,5558.50,5558.61,12,1,5558.56,0.11
2024-06-28T15:30:00.082324948Z,ESU4,5558.50,5558.61,13,1,5558.56,0.11
2024-06-28T15:30:00.082360685Z,ESU4,5558.50,5558.61,14,1,5558.56,0.11
2024-06-28T15:30:00.082386611Z,ESU4,5558.50,5558.61,15,1,5558.56,0.11
2024-06-28T15:30:00.082392039Z,ESU4,5558.50,5558.61,17,1,5558.56,0.11
2024-06-28T15:30:00.082403097Z,ESU4,5558.50,5558.61,20,1,5558.56,0.11
2024-06-28T15:30:00.082410244Z,ESU4,5558.50,5558.61,22,1,5558.56,0.11
2024-06-28T15:30:00.082428118Z,ESU4,5558.50,5558.61,22,1,5558.56,0.11
2024-06-28T15:30:00.082433668Z,ESU4,5558.50,5558.61,24,1,5558.56,0.11
2024-06-28T15:30:00.082441373Z,ESU4,5558.50,5558.61,24,1,5558.56,0.11
2024-06-28T15:30:00.082454890Z,ESU4,5558.50,5558.61,24,1,5558.56,0.11
2024-06-28T15:30:00.082480310Z,ESU4,5558.50,5558.61,24,1,5558.56,0.11
2024-06-28T15:30:00.082485558Z,ESU4,5558.50,5558.61,24,1,5558.56,0.11
2024-06-28T15:30:00.082497154Z,ESU4,5558.50,5558.61,22,1,5558.56,0.11
2024-06-28T15:30:00.082508469Z,ESU4,5558.50,5558.61,19,1,5558.56,0.11
2024-06-28T15:30:00.082517869Z,ESU4,5558.50,5558.61,17,1,5558.56,0.11
2024-06-28T15:30:00.082529128Z,ESU4,5558.50,5558.61,18,1,5558.56,0.11
2024-06-28T15:30:00.082539500Z,ESU4,5558.50,5558.61,18,1,5558.56,0.11
2024-06-28T15:30:00.082549837Z,ESU4,5558.50,5558.61,19,1,5558.56,0.11
2024-06-28T15:30:00.082566712Z,ESU4,5558.50,5558.61,19,1,5558.56,0.11
2024-06-28T15:30:00.082574515Z,ESU4,5558.50,5558.61,24,1,5558.56,0.11
2024-06-28T15:30:00.082579814Z,ESU4,5558.50,5558.61,25,1,5558.56,0.11
2024-06-28T15:30:00.082606934Z,ESU4,5558.50,5558.61,25,1,5558.56,0.11
2024-06-28T15:30:00.082614947Z,ESU4,5558.50,5558.61,24,1,5558.56,0.11
2024-06-28T15:30:00.082628176Z,ESU4,5558.50,5558.61,23,1,5558.56,0.11
2024-06-28T15:30:00.082647939Z,ESU4,5558.50,5558.61,18,1,5558.56,0.11
